title,tokens,ttr,sentences,syllables,nouns,adjectives,adverbs,fk,death,fatigue,depression,indifference,from,to,date,year
114,3757,0.467,13.563176895306858,1.314612722917221,0.4788394996007453,0.09103007718924674,0.04072398190045249,5.212069119592886,0.003992547245142401,0.0013308490817141336,0.0013308490817141336,0.0,'Vincent van Gogh','Theo van Gogh','19-5-1877',1877
115,3059,0.447,15.068965517241379,1.3125204315135666,0.4691075514874142,0.09284079764628964,0.05034324942791762,5.774637643584224,0.007191892775416803,0.00032690421706440013,0.00032690421706440013,0.00032690421706440013,'Vincent van Gogh','Theo van Gogh','21-5-1877',1877
116,1775,0.504,16.745283018867923,1.2907042253521126,0.4647887323943662,0.09183098591549296,0.03436619718309859,6.170970236513423,0.005633802816901409,0.0005633802816901409,0.0005633802816901409,0.0005633802816901409,'Vincent van Gogh','Theo van Gogh','28-5-1877',1877
117,3339,0.398,18.758426966292134,1.2740341419586703,0.40730757711889787,0.09583707696915245,0.050314465408805034,6.759389391966241,0.006588799041629231,0.0005989817310572028,0.0032943995208146153,0.0005989817310572028,'Vincent van Gogh','Theo van Gogh','30-5-1877',1877
118,11949,0.392,19.750413223140495,1.3462214411247804,0.4752698970625157,0.10369068541300527,0.03255502552514855,7.998074162297204,0.0027617373838814963,0.0005021340697966357,0.0023432923257176333,0.0005858230814294083,'Vincent van Gogh','Theo van Gogh','31-5-1877',1877
119,7409,0.511,20.2986301369863,1.3264948036172224,0.48157646106087193,0.10230800377918747,0.028343906060197058,7.979104436107882,0.004049129437171008,0.0,0.0013497098123903361,0.00026994196247806724,'Vincent van Gogh','Theo van Gogh','4-6-1877',1877
120,5282,0.53,17.318032786885247,1.2854979174555092,0.4352517985611511,0.09958349110185535,0.048087845513063235,6.332908212860257,0.004543733434305188,0.0003786444528587656,0.001135933358576297,0.0,'Vincent van Gogh','Theo van Gogh','12-6-1877',1877
121,1618,0.521,24.892307692307693,1.3374536464771323,0.4622991347342398,0.0865265760197775,0.040173053152039555,9.899953028430161,0.004326328800988875,0.0,0.001854140914709518,0.0,'Vincent van Gogh','Theo van Gogh','9-7-1877',1877
122,2823,0.468,17.980891719745223,1.3404179950407369,0.4442082890541977,0.08891250442791357,0.04357066950053135,7.239480112181333,0.007084661707403472,0.0014169323414806943,0.00035423308537017357,0.0,'Vincent van Gogh','Theo van Gogh','15-7-1877',1877
123,2964,0.46,18.759493670886076,1.309379217273954,0.45614035087719296,0.0860323886639676,0.049257759784075573,7.176877295478228,0.005735492577597841,0.0,0.0006747638326585695,0.0,'Vincent van Gogh','Theo van Gogh','27-7-1877',1877
124,3255,0.376,20.865384615384617,1.2254992319508449,0.40860215053763443,0.0912442396313364,0.043010752688172046,7.008390937019971,0.007373271889400922,0.0,0.002150537634408602,0.0,'Vincent van Gogh','Hermanus Tersteeg','3-8-1877',1877
125,3465,0.53,19.6875,1.3272727272727274,0.45714285714285713,0.09321789321789321,0.044733044733044736,7.749943181818185,0.00404040404040404,0.0002886002886002886,0.00202020202020202,0.0,'Vincent van Gogh','Theo van Gogh','3-8-1877',1877
126,4285,0.457,18.156779661016948,1.3218203033838973,0.4198366394399067,0.10501750291715285,0.05320886814469078,7.0886236477266,0.004434072345390899,0.0007001166861143524,0.0018669778296382731,0.0,'Vincent van Gogh','Theo van Gogh','5-8-1877',1877
127,4038,0.535,16.152,1.2929668152550768,0.4871223377909856,0.09014363546310054,0.042842991579990095,5.9662884200099064,0.005200594353640416,0.0,0.001733531451213472,0.00024764735017335313,'Vincent van Gogh','Theo van Gogh','18-8-1877',1877
128,3337,0.466,14.700440528634362,1.2999700329637398,0.45160323643991607,0.09799220857057236,0.047048246928378785,5.482818195139533,0.00719208870242733,0.0008990110878034162,0.0008990110878034162,0.00029967036260113877,'Vincent van Gogh','Theo van Gogh','27-8-1877',1877
129,5072,0.437,16.0,1.2793769716088328,0.41541798107255523,0.103903785488959,0.056782334384858045,5.746648264984227,0.0065063091482649845,0.0005914826498422713,0.0011829652996845426,0.0001971608832807571,'Vincent van Gogh','Theo van Gogh','4-9-1877',1877
130,2034,0.459,19.009345794392523,1.2807276302851525,0.4444444444444444,0.09046214355948869,0.04031465093411996,6.936230897177882,0.005408062930186824,0.0004916420845624386,0.0009832841691248771,0.0004916420845624386,'Vincent van Gogh','Theo van Gogh','7-9-1877',1877
131,5288,0.468,15.195402298850574,1.3038956127080181,0.4392965204236006,0.08850226928895613,0.03687594553706505,5.72217512650634,0.00680786686838124,0.00018910741301059002,0.00037821482602118004,0.00037821482602118004,'Vincent van Gogh','Theo van Gogh','18-9-1877',1877
132,3208,0.476,14.194690265486726,1.339152119700748,0.4688279301745636,0.09195760598503741,0.04145885286783042,5.747924216008652,0.007169576059850374,0.0,0.0006234413965087282,0.0,'Vincent van Gogh','Theo van Gogh','21-10-1877',1877
133,6661,0.49,14.386609071274298,1.3479957964269629,0.4634439273382375,0.10013511484762047,0.036330881249061704,5.927127935635138,0.004353700645548716,0.0,0.00030025521693439425,0.0,'Vincent van Gogh','Theo van Gogh','30-10-1877',1877
134,5320,0.506,18.47222222222222,1.330639097744361,0.44398496240601504,0.08890977443609023,0.03383458646616541,7.315708020050128,0.006390977443609023,0.0005639097744360903,0.0016917293233082707,0.0,'Vincent van Gogh','Theo van Gogh','19-11-1877',1877
135,5265,0.5,14.665738161559888,1.333903133903134,0.48547008547008547,0.09477682811016144,0.04368471035137702,5.869694863065337,0.00892687559354226,0.0,0.0007597340930674264,0.0001899335232668566,'Vincent van Gogh','Theo van Gogh','24-11-1877',1877
136,6950,0.495,15.207877461706783,1.3122302158273382,0.44964028776978415,0.09323741007194244,0.047194244604316545,5.825388756828236,0.008489208633093525,0.00014388489208633093,0.0011510791366906475,0.0,'Vincent van Gogh','Theo van Gogh','3-12-1877',1877
137,4669,0.427,16.675,1.285928464339259,0.4645534375669308,0.09573784536303277,0.05247376311844078,6.087205879203257,0.00556864424930392,0.00021417862497322766,0.000642535874919683,0.0,'Vincent van Gogh','Theo van Gogh','9-12-1877',1877
138,1498,0.523,17.2183908045977,1.3230974632843793,0.465954606141522,0.09345794392523364,0.04005340453938585,6.737722480548779,0.004672897196261682,0.0006675567423230974,0.0,0.0006675567423230974,'Vincent van Gogh','Theo van Gogh','30-12-1877',1877
139,3027,0.446,20.315436241610737,1.3488602576808721,0.4426825239511067,0.09547406673273869,0.05550049554013875,8.249571174862481,0.005285761480013214,0.0003303600925008259,0.0016518004625041295,0.0003303600925008259,'Vincent van Gogh','Theo van Gogh','9-12-1878',1878
140,2461,0.431,16.406666666666666,1.3015034538805363,0.46403900853311664,0.08492482730597319,0.0682649329540837,6.16634075579033,0.006095083299471759,0.0004063388866314506,0.0004063388866314506,0.001219016659894352,'Vincent van Gogh','Theo van Gogh','10-2-1878',1878
141,4738,0.451,19.10483870967742,1.310257492612917,0.463064584212748,0.09497678345293373,0.052131701139721404,7.321925509606615,0.004643309413254538,0.0006331785563528915,0.0006331785563528915,0.0008442380751371887,'Vincent van Gogh','Theo van Gogh','18-2-1878',1878
142,2792,0.492,15.954285714285714,1.3359598853868195,0.46060171919770776,0.09921203438395415,0.04405444126074499,6.396498076135902,0.0064469914040114614,0.00035816618911174784,0.0010744985673352436,0.0,'Vincent van Gogh','Theo van Gogh','3-3-1878',1878
143,5724,0.422,16.985163204747774,1.3417190775681342,0.41247379454926625,0.10814116002795249,0.04682040531097135,6.866498765155619,0.0069881201956673656,0.0,0.0019217330538085255,0.0006988120195667365,'Vincent van Gogh','Theo van Gogh','3-4-1878',1878
144,3047,0.458,15.625641025641025,1.3088283557597638,0.42730554643912044,0.10928782408926813,0.04988513291762389,5.948174597965213,0.007876599934361668,0.0006563833278634722,0.0003281916639317361,0.0,'Vincent van Gogh','Theo van Gogh','13-5-1878',1878
145,4858,0.483,17.412186379928315,1.3725813091807328,0.4845615479621243,0.09098394400988061,0.051255660765747224,7.397212136504695,0.003499382461918485,0.0004116920543433512,0.0002058460271716756,0.0,'Vincent van Gogh','Theo van Gogh','22-7-1878',1878
146,1761,0.484,18.53684210526316,1.3180011357183419,0.44293015332197616,0.08745031232254401,0.07211811470755253,7.1917818225290695,0.0017035775127768314,0.0,0.001135718341851221,0.0,'Vincent van Gogh','Theo van Gogh','5-8-1878',1878
147,927,0.5134843581445523,17.49056603773585,1.3182308522114348,0.459546925566343,0.09924487594390508,0.05393743257820928,6.786444810811911,0.003236245954692557,0.0,0.002157497303128371,0.0010787486515641855,'Vincent van Gogh','Theo van Gogh','15-8-1878',1878
148,6422,0.496,17.546448087431695,1.3363438181251945,0.44721270632201804,0.10448458424166926,0.04282155091871691,7.021971807975657,0.009187169106197447,0.0009342883836810962,0.0012457178449081284,0.0003114294612270321,'Vincent van Gogh','Theo van Gogh','13-11-1878',1878
149,3698,0.489,16.885844748858446,1.3707409410492157,0.45592212006489996,0.09545700378583018,0.046511627906976744,7.17022255643554,0.007301243915630071,0.00027041644131963225,0.0005408328826392645,0.0,'Vincent van Gogh','Theo van Gogh','26-12-1878',1878
150,2713,0.504,21.704,1.3063029856247697,0.38333947659417617,0.08145963877626244,0.05639513453741246,8.288935230372285,0.004054552156284556,0.0,0.0018429782528566164,0.00036859565057132326,'Vincent van Gogh','Theo van Gogh','4-3-1879',1879
151,3098,0.48,20.248366013071895,1.3747579083279535,0.40703679793415104,0.1171723692704971,0.04970948999354422,8.529006063367891,0.005810200129115558,0.0009683666881859264,0.0035506778566817302,0.00032278889606197545,'Vincent van Gogh','Theo van Gogh','1-4-1879',1879
152,3694,0.482,18.19704433497537,1.3505684894423389,0.42122360584732,0.10286951813752031,0.0560368164591229,7.443555466059994,0.004872766648619383,0.0002707092582566324,0.0010828370330265296,0.0,'Vincent van Gogh','Theo van Gogh','19-6-1879',1879
153,2510,0.557,15.786163522012579,1.39203187250996,0.45776892430278887,0.08087649402390439,0.03705179282868526,6.992579869202434,0.0027888446215139444,0.0007968127490039841,0.00039840637450199205,0.0007968127490039841,'Vincent van Gogh','Theo van Gogh','5-8-1879',1879
154,4177,0.46,26.605095541401273,1.3940627244433803,0.3964567871678238,0.12137898012927939,0.06463969355997128,11.235927409578384,0.0038305003591094086,0.0009576250897773521,0.0028728752693320567,0.00047881254488867607,'Vincent van Gogh','Theo van Gogh','11-8-1879',1879
155,10262,0.468,20.003898635477583,1.3267394270122783,0.4597544338335607,0.11781329175599298,0.05369323718573377,7.867045706581141,0.0010719158058857922,0.00019489378288832586,0.002533619177548236,0.0002923406743324888,'Vincent van Gogh','Theo van Gogh','22-6-1880',1880
156,2238,0.487,12.097297297297297,1.2685433422698837,0.532171581769437,0.08757819481680071,0.041108132260947276,4.0967573847305765,0.0008936550491510277,0.0,0.0008936550491510277,0.0,'Vincent van Gogh','Theo van Gogh','20-8-1880',1880
157,2898,0.484,12.88,1.318840579710145,0.5058661145617668,0.08247066942719117,0.055900621118012424,4.995518840579713,0.0010351966873706005,0.0,0.0006901311249137336,0.0003450655624568668,'Vincent van Gogh','Theo van Gogh','7-9-1880',1880
158,6447,0.514,17.192,1.3471382038157282,0.4923220102373197,0.11245540561501474,0.045912827671785325,7.011110805025595,0.00046533271288971617,0.0006204436171862882,0.0015511090429657206,0.0003102218085931441,'Vincent van Gogh','Theo van Gogh','24-9-1880',1880
159,2779,0.426,19.992805755395683,1.2875134940626125,0.5127743792731199,0.10183519251529327,0.046779417056495146,7.399853474543146,0.0,0.0,0.0,0.0003598416696653472,'Vincent van Gogh','Theo van Gogh','15-10-1880',1880
160,3562,0.458,14.538775510204081,1.3832116788321167,0.48568220101066817,0.09124087591240876,0.04519932622122403,6.402020259198569,0.005334081976417743,0.0,0.0019651880965749578,0.00028074115665356543,'Vincent van Gogh','Theo van Gogh','1-11-1880',1880
161,1174,0.518,21.345454545454544,1.2862010221465077,0.48211243611584326,0.12350936967632027,0.051959114139693355,7.911899334056063,0.002555366269165247,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','12-1880',1880
162,2170,0.549,15.611510791366907,1.3502304147465438,0.49032258064516127,0.11013824884792627,0.05115207373271889,6.431208102642312,0.0009216589861751152,0.0,0.0013824884792626728,0.0004608294930875576,'Vincent van Gogh','Theo van Gogh','12-1881',1881
163,2969,0.444,20.908450704225352,1.3543280565847087,0.42573256988885144,0.09902324014819805,0.056247894914112494,8.545366842347452,0.004715392388009431,0.0010104412260020209,0.0003368137420006736,0.0,'Vincent van Gogh','Theodorus van Gogh and Anna van Gogh-Carbentus','16-2-1881',1881
164,6532,0.493,19.674698795180724,1.366350275566442,0.4430496019595836,0.11344151867728108,0.05587875076546234,8.2060657818045,0.005358236374770361,0.00045927740355174526,0.0009185548071034905,0.00015309246785058175,'Vincent van Gogh','Theo van Gogh','2-4-1881',1881
165,549,0.5846994535519126,17.70967741935484,1.3278688524590163,0.5009107468123861,0.06557377049180328,0.052823315118397086,6.9856266525647825,0.0036429872495446266,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','12-4-1881',1881
166,2213,0.508,10.795121951219512,1.394487121554451,0.5020334387708992,0.09444193402620876,0.03615002259376412,5.075045595318134,0.0036150022593764122,0.00045187528242205153,0.0,0.0,'Vincent van Gogh','Theo van Gogh','30-4-1881',1881
167,732,0.5068306010928961,13.555555555555555,1.3019125683060109,0.46584699453551914,0.09016393442622951,0.0546448087431694,5.059234972677597,0.00546448087431694,0.0,0.001366120218579235,0.001366120218579235,'Vincent van Gogh','Theo van Gogh','5-1881',1881
168,2077,0.486,11.868571428571428,1.3673567645642755,0.4597977852672123,0.10207029369282619,0.05584978334135773,5.1735526790013076,0.0038517091959557053,0.0009629272989889263,0.00048146364949446316,0.0,'Vincent van Gogh','Theo van Gogh','6-1881',1881
169,1052,0.473,18.137931034482758,1.317490494296578,0.44961977186311786,0.10361216730038023,0.05228136882129278,7.030180936147897,0.0,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','15-7-1881',1881
170,2661,0.45,19.85820895522388,1.3592634347989478,0.44344231491920333,0.10146561443066517,0.05749718151071026,8.1940100231649,0.0026305900037579856,0.0003757985719654265,0.0011273957158962795,0.0003757985719654265,'Vincent van Gogh','Theo van Gogh','5-8-1881',1881
171,3505,0.445,11.921768707482993,1.338944365192582,0.4984308131241084,0.09614835948644793,0.035948644793152636,4.859033305190838,0.005420827389443652,0.0005706134094151213,0.0,0.0,'Vincent van Gogh','Theo van Gogh','26-8-1881',1881
172,2595,0.485,18.274647887323944,1.2736030828516378,0.47784200385356457,0.09942196531791908,0.05394990366088632,6.565629053705667,0.002697495183044316,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','9-1881',1881
173,927,0.4962243797195254,12.197368421052632,1.3451995685005393,0.4843581445523193,0.0895361380798274,0.05285868392664509,5.040328592516893,0.002157497303128371,0.0010787486515641855,0.0,0.0010787486515641855,'Vincent van Gogh','Theo van Gogh','10-1881',1881
174,2062,0.507,16.764227642276424,1.3545101842871,0.4747817652764306,0.10572259941804074,0.06159068865179437,6.931268955075584,0.0033947623666343357,0.0024248302618816685,0.0,0.00048496605237633366,'Vincent van Gogh','Anthon van Rappard','12-10-1881',1881
175,2606,0.463,20.519685039370078,1.356485034535687,0.42325402916346894,0.11128165771297006,0.05065234075211052,8.41920057287544,0.005755947812739831,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','12-10-1881',1881
176,4047,0.416,18.395454545454545,1.291326908821349,0.4472448727452434,0.1102050901902644,0.047936743266617246,6.821884796819191,0.005930318754633061,0.0,0.001235483073881888,0.00024709661477637757,'Vincent van Gogh','Anthon van Rappard','15-10-1881',1881
177,1676,0.457,22.64864864864865,1.3144391408114557,0.4510739856801909,0.11157517899761336,0.0662291169451074,8.753354834548151,0.0029832935560859188,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','17-10-1881',1881
178,2766,0.424,20.043478260869566,1.3380332610267534,0.44468546637744033,0.11207519884309472,0.05784526391901663,8.015749001854822,0.004338394793926247,0.0,0.0010845986984815619,0.00036153289949385393,'Vincent van Gogh','Anthon van Rappard','2-11-1881',1881
179,3085,0.428,18.8109756097561,1.3205834683954618,0.43241491085899514,0.10891410048622366,0.05607779578606159,7.32916541487133,0.00453808752025932,0.00032414910858995135,0.0012965964343598054,0.00032414910858995135,'Vincent van Gogh','Theo van Gogh','3-11-1881',1881
180,4310,0.454,21.024390243902438,1.3109048723897911,0.4568445475638051,0.1271461716937355,0.060556844547563805,8.078189689321487,0.00394431554524362,0.0,0.0020881670533642693,0.0002320185614849188,'Vincent van Gogh','Theo van Gogh','7-11-1881',1881
181,6853,0.442,21.618296529968454,1.3230701882387275,0.4605282358091347,0.12023931125054721,0.05836859769444039,8.453363867904681,0.004231723332846929,0.0,0.0010214504596527069,0.00043776448270830295,'Vincent van Gogh','Theo van Gogh','8-11-1881',1881
182,4128,0.459,15.518796992481203,1.3323643410852712,0.44549418604651164,0.12209302325581395,0.05377906976744186,6.184230051873872,0.0031492248062015503,0.0,0.002180232558139535,0.00048449612403100775,'Vincent van Gogh','Theo van Gogh','10-11-1881',1881
183,7355,0.434,19.824797843665767,1.3000679809653297,0.43847722637661457,0.12454112848402447,0.054656696125084975,7.48247333442054,0.006118286879673691,0.00013596193065941537,0.0009517335146159076,0.0005438477226376615,'Vincent van Gogh','Theo van Gogh','12-11-1881',1881
184,5048,0.466,19.642023346303503,1.2925911251980982,0.464540412044374,0.12539619651347067,0.059429477020602216,7.322964382395927,0.005150554675118859,0.0,0.0011885895404120444,0.0003961965134706815,'Vincent van Gogh','Anthon van Rappard','12-11-1881',1881
185,2166,0.459,21.235294117647058,1.3074792243767313,0.487072945521699,0.11865189289012004,0.05863342566943675,8.120019553527783,0.006463527239150508,0.0,0.00554016620498615,0.0,'Vincent van Gogh','Theo van Gogh','18-11-1881',1881
186,4737,0.447,21.829493087557605,1.2746464006755331,0.46569558792484694,0.11948490605868693,0.05340933080008444,7.964329832118761,0.004855393709098586,0.00021110407430863416,0.0021110407430863414,0.00021110407430863416,'Vincent van Gogh','Theo van Gogh','18-11-1881',1881
187,6927,0.522,15.960829493087557,1.3077811462393532,0.4518550599104952,0.11707810018767142,0.05341417641114479,6.0665410279285155,0.006063230835859679,0.0,0.0017323516673884798,0.0010105384726432798,'Vincent van Gogh','Theo van Gogh','19-11-1881',1881
188,3271,0.433,19.945121951219512,1.3326199938856618,0.430449403852033,0.12595536533170285,0.058391929073677774,7.913513488826421,0.005808621216753286,0.0,0.0003057169061449098,0.0009171507184347294,'Vincent van Gogh','Anthon van Rappard','21-11-1881',1881
189,9608,0.443,17.005309734513276,1.3470024979184014,0.4599292256452956,0.12114904246461282,0.05328892589508743,6.936700271897315,0.005620316402997502,0.00010407993338884263,0.0015611990008326394,0.0,'Vincent van Gogh','Theo van Gogh','23-11-1881',1881
190,3033,0.424,20.22,1.3409165842400264,0.45004945598417406,0.12298054731289153,0.06363336630398946,8.11861569403231,0.007583250906693043,0.0,0.0009891196834817012,0.0006594131223211342,'Vincent van Gogh','Anthon van Rappard','23-11-1881',1881
191,1304,0.509,14.818181818181818,1.3098159509202454,0.46549079754601225,0.1058282208588957,0.06288343558282208,5.644919129949805,0.0007668711656441718,0.0007668711656441718,0.003067484662576687,0.0,'Vincent van Gogh','Theo van Gogh','1-12-1881',1881
192,2712,0.434,18.70344827586207,1.2957227138643068,0.46349557522123896,0.10730088495575221,0.05530973451327434,6.993872851185028,0.0025811209439528023,0.0007374631268436578,0.0003687315634218289,0.0,'Vincent van Gogh','Theo van Gogh','18-12-1881',1881
193,12525,0.415,18.778110944527736,1.2939720558882235,0.44343313373253496,0.1100998003992016,0.05604790419161677,7.002333527846854,0.00407185628742515,0.0,0.0009580838323353293,0.0001596806387225549,'Vincent van Gogh','Theo van Gogh','23-12-1881',1881
194,2639,0.408,17.136363636363637,1.281924971580144,0.4331186055323986,0.11140583554376658,0.06062902614626753,6.219896482827519,0.0018946570670708603,0.00037893141341417203,0.0011367942402425162,0.0,'Vincent van Gogh','Theo van Gogh','29-12-1881',1881
195,1181,0.462,17.36764705882353,1.2895850973751057,0.4428450465707028,0.12362404741744284,0.05334462320067739,6.400486501967425,0.0059271803556308214,0.000846740050804403,0.001693480101608806,0.001693480101608806,'Vincent van Gogh','Anthon van Rappard','30-12-1881',1881
196,1356,0.498,20.238805970149254,1.3067846607669618,0.4351032448377581,0.13126843657817108,0.06415929203539823,7.72319332540836,0.0029498525073746312,0.0,0.0007374631268436578,0.0,'Vincent van Gogh','Theo van Gogh','3-12-1882',1882
197,789,0.5183776932826363,22.542857142857144,1.2864385297845373,0.4752851711026616,0.11153358681875793,0.05449936628643853,8.381688937171827,0.008871989860583017,0.0025348542458808617,0.0038022813688212928,0.0,'Theo van Gogh','Vincent van Gogh','5-12-1882',1882
198,830,0.5036144578313253,16.6,1.3036144578313253,0.4602409638554217,0.09036144578313253,0.060240963855421686,6.266650602409641,0.0,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','5-12-1882',1882
199,6739,0.433,23.15807560137457,1.3307612405401394,0.43463421872681407,0.11277637631696097,0.05816886778453777,9.14463212290973,0.0047484790028194095,0.00014838996883810655,0.0023742395014097048,0.0002967799376762131,'Vincent van Gogh','Theo van Gogh','8-12-1882',1882
200,2662,0.447,20.015037593984964,1.307663410969196,0.43425995492111197,0.12283996994740796,0.051840721262208865,7.646292911090651,0.004132231404958678,0.0003756574004507889,0.002629601803155522,0.0,'Vincent van Gogh','Theo van Gogh','14-12-1882',1882
201,2257,0.393,21.29245283018868,1.2529906956136465,0.4311032343819229,0.1236154186973859,0.061586176340274704,7.499346812014615,0.0031014621178555605,0.0,0.001329198050509526,0.0,'Vincent van Gogh','Theo van Gogh','21-12-1882',1882
202,2174,0.371,23.89010989010989,1.3031278748850046,0.41950321987120515,0.10993560257589696,0.0703771849126035,9.104051780785912,0.005059797608095676,0.0013799448022079118,0.0018399264029438822,0.0,'Vincent van Gogh','Theo van Gogh','22-12-1882',1882
203,3155,0.445,20.894039735099337,1.2957210776545167,0.410459587955626,0.11822503961965135,0.06656101426307448,7.848184213012043,0.003803486529318542,0.0006339144215530904,0.001901743264659271,0.0006339144215530904,'Vincent van Gogh','Theo van Gogh','26-12-1882',1882
204,2060,0.422,16.747967479674795,1.2932038834951456,0.4383495145631068,0.11504854368932038,0.059223300970873784,6.201513142315889,0.005825242718446602,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','13-2-1882',1882
205,680,0.5279411764705882,17.0,1.2470588235294118,0.4294117647058823,0.11764705882352941,0.06911764705882353,5.755294117647061,0.007352941176470588,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','18-2-1882',1882
206,2057,0.416,19.778846153846153,1.2839086047642196,0.45065629557608167,0.11278561011181332,0.04472532814778804,7.2738715362177935,0.003889158969372873,0.0,0.0004861448711716091,0.0004861448711716091,'Vincent van Gogh','Theo van Gogh','25-2-1882',1882
207,2113,0.423,18.699115044247787,1.2806436346426882,0.42924751538097494,0.12588736393752958,0.050165641268338855,6.814249756040358,0.005679129200189304,0.0,0.000473260766682442,0.0,'Vincent van Gogh','Theo van Gogh','3-3-1882',1882
208,1642,0.442,23.457142857142856,1.2984165651644337,0.43788063337393424,0.09926918392204628,0.05968331303288672,8.879601183226033,0.004263093788063338,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','6-3-1882',1882
209,2122,0.43,24.96470588235294,1.298774740810556,0.4330819981149859,0.10885956644674835,0.05372290292177191,9.471777235682211,0.005655042412818096,0.000942507068803016,0.000471253534401508,0.0,'Vincent van Gogh','Theo van Gogh','6-3-1882',1882
210,3577,0.457,14.720164609053498,1.3030472462957785,0.4660329885378809,0.11797595750629018,0.04500978473581213,5.526821703821053,0.006709533128319821,0.0005591277606933184,0.0002795638803466592,0.0,'Vincent van Gogh','Theo van Gogh','11-3-1882',1882
211,5344,0.504,16.596273291925467,1.3265344311377245,0.46182634730538924,0.11788922155688623,0.041729041916167664,6.535652871276081,0.008046407185628742,0.0,0.0007485029940119761,0.00037425149700598805,'Vincent van Gogh','Theo van Gogh','11-3-1882',1882
212,4691,0.482,21.03587443946188,1.316350458324451,0.43722020891068003,0.11937753144318909,0.06139415902792582,8.146926439618657,0.007034747388616499,0.00021317416329140907,0.002771264122788318,0.00042634832658281814,'Vincent van Gogh','Theo van Gogh','16-3-1882',1882
213,1484,0.494,17.25581395348837,1.295822102425876,0.46226415094339623,0.11725067385444744,0.04851752021563342,6.430468250485802,0.006738544474393531,0.0,0.0,0.0,'Vincent van Gogh','Theo van Gogh','24-3-1882',1882
214,3772,0.463,19.852631578947367,1.3183987274655355,0.4424708377518558,0.10471898197242842,0.053817603393425235,7.709631299882794,0.005567338282078473,0.0,0.0007953340402969247,0.0002651113467656416,'Vincent van Gogh','Theo van Gogh','2-4-1882',1882
215,2785,0.443,19.20689655172414,1.3095152603231597,0.43770197486535006,0.13572710951526032,0.05601436265709156,7.352969726985702,0.003590664272890485,0.0010771992818671453,0.0003590664272890485,0.0,'Vincent van Gogh','Theo van Gogh','6-4-1882',1882
216,1661,0.458,14.830357142857142,1.2570740517760386,0.42564720048163757,0.1053582179409994,0.052980132450331126,5.027313096671541,0.003612281757977122,0.0,0.005418422636965683,0.0,'Vincent van Gogh','Theo van Gogh','10-4-1882',1882
217,2464,0.466,20.705882352941178,1.3303571428571428,0.4253246753246753,0.11607142857142858,0.05032467532467533,8.183508403361348,0.0016233766233766235,0.00040584415584415587,0.002840909090909091,0.00040584415584415587,'Vincent van Gogh','Theo van Gogh','14-4-1882',1882
218,1374,0.509,16.357142857142858,1.3296943231441047,0.4643377001455604,0.11062590975254731,0.05021834061135371,6.479678727386151,0.004366812227074236,0.0,0.002183406113537118,0.0,'Vincent van Gogh','Theo van Gogh','18-4-1882',1882
219,3324,0.416,20.51851851851852,1.266245487364621,0.43441636582430804,0.11070998796630566,0.05385078219013237,7.3539189731247525,0.0048134777376654635,0.0,0.0024067388688327317,0.0,'Vincent van Gogh','Theo van Gogh','21-4-1882',1882
220,3255,0.433,24.84732824427481,1.2903225806451613,0.44055299539170506,0.11797235023041475,0.03870967741935484,9.32626446688008,0.007680491551459293,0.00030721966205837174,0.0018433179723502304,0.0006144393241167435,'Vincent van Gogh','Theo van Gogh','23-4-1882',1882
221,2711,0.465,22.40495867768595,1.282183696053117,0.4577646624861675,0.10918480265584656,0.04057543341940244,8.277701497724301,0.005164146071560309,0.00036886757654002215,0.0022132054592401327,0.0,'Vincent van Gogh','Theo van Gogh','26-4-1882',1882
222,5930,0.495,17.18840579710145,1.2853288364249578,0.44013490725126475,0.11062394603709949,0.04671163575042159,6.280358530684069,0.004890387858347387,0.00016863406408094435,0.002529510961214165,0.00016863406408094435,'Vincent van Gogh','Theo van Gogh','1-5-1882',1882
223,451,0.4279379157427938,11.275,1.246119733924612,0.37472283813747226,0.06430155210643015,0.04212860310421286,3.5114628603104237,0.0,0.0,0.0022172949002217295,0.0,'Vincent van Gogh','Theo van Gogh','2-5-1882',1882
224,2783,0.448,17.285714285714285,1.300395256916996,0.4434063959755659,0.11462450592885376,0.044556234279554435,6.496092603049124,0.0053898670499461015,0.0,0.0007186489399928135,0.0,'Vincent van Gogh','Theo van Gogh','7-5-1882',1882
225,2798,0.441,21.689922480620154,1.2944960686204432,0.44460328806290206,0.12187276626161545,0.05218012866333095,8.144123377163094,0.005360972122944961,0.00035739814152966406,0.00035739814152966406,0.0,'Vincent van Gogh','Theo van Gogh','10-5-1882',1882
226,3330,0.428,23.125,1.275975975975976,0.42882882882882883,0.12432432432432433,0.05015015015015015,8.485266516516518,0.002702702702702703,0.0,0.0003003003003003003,0.0009009009009009009,'Vincent van Gogh','Theo van Gogh','12-5-1882',1882
